cell_id,module,family,K,correction,rho,theta,design,R,J0,Jmax,alpha,alpha_adj,marginal_level_or_power,marginal_mcse,fwer,fwer_mcse,conjunctive_power,conjunctive_power_mcse,disjunctive_power,disjunctive_power_mcse,fdr,fdr_mcse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,ci_coverage,bias,rmse,mean_wall,seed,theta_vector,marginal_estimand,marginal_by_contrast,marginal_mcse_by_contrast,mean_fdp,ci_coverage_mcse,bootstrap_B,benchmark_residual_corr,n_true_alternatives,n_true_nulls,planning_target_met_all,marginal_contrast_1,marginal_contrast_1_mcse,marginal_contrast_2,marginal_contrast_2_mcse,marginal_contrast_3,marginal_contrast_3_mcse,marginal_contrast_4,marginal_contrast_4_mcse,marginal_contrast_5,marginal_contrast_5_mcse,marginal_contrast_6,marginal_contrast_6_mcse,cell_index,module_cell,theta_mult,B,alpha_plan,alpha_note,source_module,projected_R
B_0052,B_joint,empirical_copula,1,bonferroni,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.063,0.005432816948876522,0.063,0.005432816948876522,,,,,,,65.756,13.0988726232451,46.0,65.0,89.0,0.0,0.8185,0.006814829274777205,0.1837390032626294,0.000288054981499954,400052,[0.0],level,[0.063],[0.005432816948876522],,0.008618519304381698,999,0.0,0,1,1.0,0.063,0.005432816948876522,,,,,,,,,,,52,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0053,B_joint,empirical_copula,1,bonferroni,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.0485,0.004803527349771208,0.0485,0.004803527349771208,,,,,,,77.884,18.335335939109488,51.0,76.0,110.04999999999995,0.0,0.9515,-0.0011113353219472397,0.16460982516998843,0.00024367119100134006,400053,[0.0],level,[0.0485],[0.004803527349771208],,0.004803527349771207,999,0.0,0,1,1.0,0.0485,0.004803527349771208,,,,,,,,,,,53,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0054,B_joint,empirical_copula,1,bonferroni,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.825,0.008496322733983215,,,0.825,0.008496322733983215,0.825,0.008496322733983215,,,65.4695,13.087133748456917,45.95,65.0,89.0,0.0,0.8305,0.008462602626800415,0.179661564179307,0.00028816490600002,400054,[0.5],power,[0.825],[0.008496322733983215],,0.008389569416841366,999,0.0,1,0,1.0,0.825,0.008496322733983215,,,,,,,,,,,54,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0055,B_joint,empirical_copula,1,bonferroni,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.836,0.0082796135175502,,,0.836,0.0082796135175502,0.836,0.0082796135175502,,,77.6065,18.40933615723283,50.0,76.0,110.0,0.0,0.948,0.003561740064996353,0.1654445060083664,0.0002625550975008082,400055,[0.5],power,[0.836],[0.0082796135175502],,0.0049646752159632785,999,0.0,1,0,1.0,0.836,0.0082796135175502,,,,,,,,,,,55,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0056,B_joint,normal,1,bonferroni,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.0215,0.003243281517229116,0.0215,0.003243281517229116,,,,,,,65.3305,9.619681374661013,50.0,65.0,82.0,0.0,0.902,0.001518924227063244,0.1491386574566271,0.00022026633699897503,400056,[0.0],level,[0.0215],[0.003243281517229116],,0.006648157639526908,999,0.0,0,1,1.0,0.0215,0.003243281517229116,,,,,,,,,,,56,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0057,B_joint,normal,1,bonferroni,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0445,0.004610843198374892,0.0445,0.004610843198374892,,,,,,,55.5845,10.71311624831916,39.0,55.0,73.04999999999995,0.0,0.9555,-0.002528454322059675,0.1580030371901,0.00017798706850044254,400057,[0.0],level,[0.0445],[0.004610843198374892],,0.004610843198374891,999,0.0,0,1,1.0,0.0445,0.004610843198374892,,,,,,,,,,,57,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0058,B_joint,normal,1,bonferroni,0.3,0.5,D3,2000,50,1000,0.05,0.05,0.868,0.007568883669339885,,,0.868,0.007568883669339885,0.868,0.007568883669339885,,,65.5055,9.274856858733724,51.0,65.0,81.0,0.0,0.9005,0.004765915179671643,0.1476879736053922,0.00022210553150034683,400058,[0.5],power,[0.868],[0.007568883669339885],,0.006693270874542581,999,0.0,1,0,1.0,0.868,0.007568883669339885,,,,,,,,,,,58,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0059,B_joint,normal,1,bonferroni,0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8475,0.008038773227302782,,,0.8475,0.008038773227302782,0.8475,0.008038773227302782,,,55.957,10.95600981197078,39.0,55.0,75.0,0.0,0.947,-0.0010603088676896925,0.1608039024198491,0.00019797116150039074,400059,[0.5],power,[0.8475],[0.008038773227302782],,0.005009540897128201,999,0.0,1,0,1.0,0.8475,0.008038773227302782,,,,,,,,,,,59,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0060,B_joint,empirical_copula,1,bonferroni,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.0235,0.0033873108803297047,0.0235,0.0033873108803297047,,,,,,,64.6325,13.593580975960677,43.95,64.0,88.04999999999995,0.0,0.8975,0.011014887019126231,0.15098389594077874,0.0002617314734998217,400060,[0.0],level,[0.0235],[0.0033873108803297047],,0.006782099601155973,999,0.0,0,1,1.0,0.0235,0.0033873108803297047,,,,,,,,,,,60,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0061,B_joint,empirical_copula,1,bonferroni,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0515,0.004942051699446294,0.0515,0.004942051699446294,,,,,,,58.5495,14.433694944469348,38.0,57.0,84.0,0.0,0.9485,0.0008850011483839839,0.16137218937274392,0.0002715004775000125,400061,[0.0],level,[0.0515],[0.004942051699446294],,0.004942051699446293,999,0.0,0,1,1.0,0.0515,0.004942051699446294,,,,,,,,,,,61,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0062,B_joint,empirical_copula,1,bonferroni,0.3,0.5,D3,2000,50,1000,0.05,0.05,0.8605,0.00774724951192357,,,0.8605,0.00774724951192357,0.8605,0.00774724951192357,,,65.3805,13.567561304449669,45.0,64.0,90.0,0.0,0.8915,0.008521226974056972,0.15476797200203546,0.00027047653699992225,400062,[0.5],power,[0.8605],[0.00774724951192357],,0.00695441406590088,999,0.0,1,0,1.0,0.8605,0.00774724951192357,,,,,,,,,,,62,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0063,B_joint,empirical_copula,1,bonferroni,0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8395,0.00820791538699078,,,0.8395,0.00820791538699078,0.8395,0.00820791538699078,,,59.44,14.283080900141956,38.0,58.0,84.0,0.0,0.9515,-0.002846686261086281,0.15895842836003393,0.0002839740935014561,400063,[0.5],power,[0.8395],[0.00820791538699078],,0.004803527349771207,999,0.0,1,0,1.0,0.8395,0.00820791538699078,,,,,,,,,,,63,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0064,B_joint,normal,1,bonferroni,0.6,0.0,D3,2000,50,1000,0.05,0.05,0.0025,0.001116635571706365,0.0025,0.001116635571706365,,,,,,,65.294,10.426483779299712,49.0,65.0,84.0,0.0,0.9745,-6.850721779523095e-05,0.11067790735520255,0.000223390033999749,400064,[0.0],level,[0.0025],[0.001116635571706365],,0.00352489361541593,999,0.0,0,1,1.0,0.0025,0.001116635571706365,,,,,,,,,,,64,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0065,B_joint,normal,1,bonferroni,0.6,0.0,D4,2000,50,1000,0.05,0.05,0.054,0.005053909377897471,0.054,0.005053909377897471,,,,,,,32.762,6.3469958247977445,23.0,32.0,44.0,0.0,0.946,0.00030563716752815496,0.15960432347518455,0.00021458032950067717,400065,[0.0],level,[0.054],[0.005053909377897471],,0.005053909377897473,999,0.0,0,1,1.0,0.054,0.005053909377897471,,,,,,,,,,,65,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0066,B_joint,normal,1,bonferroni,0.6,0.5,D3,2000,50,1000,0.05,0.05,0.9195,0.006083574196144895,,,0.9195,0.006083574196144895,0.9195,0.006083574196144895,,,64.8415,10.308267446569284,49.0,65.0,83.0,0.0,0.971,-0.0013882797365546522,0.1099674882871765,0.00019266315400091115,400066,[0.5],power,[0.9195],[0.006083574196144895],,0.0037522659820433853,999,0.0,1,0,1.0,0.9195,0.006083574196144895,,,,,,,,,,,66,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0067,B_joint,normal,1,bonferroni,0.6,0.5,D4,2000,50,1000,0.05,0.05,0.854,0.007895695029571494,,,0.854,0.007895695029571494,0.854,0.007895695029571494,,,32.7565,6.116388456434074,24.0,32.0,44.0,0.0,0.952,-0.005456190591048274,0.1562396736176552,0.00017392359750010656,400067,[0.5],power,[0.854],[0.007895695029571494],,0.004779958158812692,999,0.0,1,0,1.0,0.854,0.007895695029571494,,,,,,,,,,,67,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0068,B_joint,empirical_copula,1,bonferroni,0.6,0.0,D3,2000,50,1000,0.05,0.05,0.0065,0.0017969070649312946,0.0065,0.0017969070649312946,,,,,,,65.3695,14.518297756624225,44.0,64.0,91.0,0.0,0.952,0.004347655546272641,0.12140975599637573,0.000283136772501166,400068,[0.0],level,[0.0065],[0.0017969070649312946],,0.004779958158812692,999,0.0,0,1,1.0,0.0065,0.0017969070649312946,,,,,,,,,,,68,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0069,B_joint,empirical_copula,1,bonferroni,0.6,0.0,D4,2000,50,1000,0.05,0.05,0.055,0.005097793640389928,0.055,0.005097793640389928,,,,,,,37.802,9.264167312824181,24.0,37.0,54.0,0.0,0.945,0.004007862774663982,0.16303686358947417,0.0002875443120010459,400069,[0.0],level,[0.055],[0.005097793640389928],,0.005097793640389931,999,0.0,0,1,1.0,0.055,0.005097793640389928,,,,,,,,,,,69,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0070,B_joint,empirical_copula,1,bonferroni,0.6,0.5,D3,2000,50,1000,0.05,0.05,0.8995,0.006723085229267885,,,0.8995,0.006723085229267885,0.8995,0.006723085229267885,,,64.457,14.407503288217567,44.0,63.0,90.04999999999995,0.0,0.9475,0.005936860847581304,0.1253475545350929,0.0002922109779992752,400070,[0.5],power,[0.8995],[0.006723085229267885],,0.004987171041783106,999,0.0,1,0,1.0,0.8995,0.006723085229267885,,,,,,,,,,,70,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0071,B_joint,empirical_copula,1,bonferroni,0.6,0.5,D4,2000,50,1000,0.05,0.05,0.8285,0.00842875287334965,,,0.8285,0.00842875287334965,0.8285,0.00842875287334965,,,37.966,9.185850205615155,24.0,37.0,54.0,0.0,0.9445,0.0034574510079531844,0.16367350875303502,0.0002580554910000501,400071,[0.5],power,[0.8285],[0.00842875287334965],,0.005119558086397692,999,0.0,1,0,1.0,0.8285,0.00842875287334965,,,,,,,,,,,71,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0072,B_joint,normal,1,bonferroni,0.9,0.0,D3,2000,50,1000,0.05,0.05,0.0,0.0,0.0,0.0,,,,,,,65.4815,12.075870889919287,47.0,64.0,87.0,0.0,1.0,0.00022656238621753232,0.05649950857202103,0.00021138185450035962,400072,[0.0],level,[0.0],[0.0],,0.0,999,0.0,0,1,1.0,0.0,0.0,,,,,,,,,,,72,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0073,B_joint,normal,1,bonferroni,0.9,0.0,D4,2000,50,1000,0.05,0.05,0.052,0.004964675215963275,0.052,0.004964675215963275,,,,,,,10.1995,1.5197696371489988,8.0,10.0,13.0,0.0,0.948,0.0019169886679155951,0.1415669908803346,0.00027099199199983557,400073,[0.0],level,[0.052],[0.004964675215963275],,0.0049646752159632785,999,0.0,0,1,1.0,0.052,0.004964675215963275,,,,,,,,,,,73,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0074,B_joint,normal,1,bonferroni,0.9,0.5,D3,2000,50,1000,0.05,0.05,0.996,0.0014113823011501884,,,0.996,0.0014113823011501884,0.996,0.0014113823011501884,,,65.105,12.042008760999968,47.0,64.0,85.04999999999995,0.0,1.0,0.0007109637400905796,0.057197457933769874,0.0001761220765001781,400074,[0.5],power,[0.996],[0.0014113823011501884],,0.0,999,0.0,1,0,1.0,0.996,0.0014113823011501884,,,,,,,,,,,74,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0075,B_joint,normal,1,bonferroni,0.9,0.5,D4,2000,50,1000,0.05,0.05,0.8615,0.007723915781519111,,,0.8615,0.007723915781519111,0.8615,0.007723915781519111,,,10.098,1.503793868853042,8.0,10.0,13.0,0.0,0.944,0.0022969547675246466,0.146337974488903,0.00022591305450077925,400075,[0.5],power,[0.8615],[0.007723915781519111],,0.005141206084179083,999,0.0,1,0,1.0,0.8615,0.007723915781519111,,,,,,,,,,,75,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0076,B_joint,empirical_copula,1,bonferroni,0.9,0.0,D3,2000,50,1000,0.05,0.05,0.0005,0.0004998749843710925,0.0005,0.0004998749843710925,,,,,,,64.858,16.87947973131873,40.95,63.0,95.0,0.0,0.996,0.006845639301733255,0.07781593177836844,0.00027249543849939075,400076,[0.0],level,[0.0005],[0.0004998749843710925],,0.0014113823011501884,999,0.0,0,1,1.0,0.0005,0.0004998749843710925,,,,,,,,,,,76,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0077,B_joint,empirical_copula,1,bonferroni,0.9,0.0,D4,2000,50,1000,0.05,0.05,0.064,0.005472842040475863,0.064,0.005472842040475863,,,,,,,16.6935,3.716928537112329,11.0,16.0,23.0,0.0,0.936,0.00041600967520662646,0.1538562793509467,0.0002916702069996973,400077,[0.0],level,[0.064],[0.005472842040475863],,0.00547284204047586,999,0.0,0,1,1.0,0.064,0.005472842040475863,,,,,,,,,,,77,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0078,B_joint,empirical_copula,1,bonferroni,0.9,0.5,D3,2000,50,1000,0.05,0.05,0.9815,0.003013117156700015,,,0.9815,0.003013117156700015,0.9815,0.003013117156700015,,,64.414,16.32101724770855,41.0,63.0,94.0,0.0,0.995,0.007472049960062936,0.0755370844650342,0.0002786756495006557,400078,[0.5],power,[0.9815],[0.003013117156700015],,0.0015771810295587513,999,0.0,1,0,1.0,0.9815,0.003013117156700015,,,,,,,,,,,78,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0079,B_joint,empirical_copula,1,bonferroni,0.9,0.5,D4,2000,50,1000,0.05,0.05,0.811,0.00875439889427024,,,0.811,0.00875439889427024,0.811,0.00875439889427024,,,16.797,3.864943854702161,11.0,16.0,23.0,0.0,0.934,-0.0005793026339097647,0.15578391035270606,0.0003025562455004547,400079,[0.5],power,[0.811],[0.00875439889427024],,0.005551756478809205,999,0.0,1,0,1.0,0.811,0.00875439889427024,,,,,,,,,,,79,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0080,B_joint,normal,1,holm,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.093,0.0064942667022536114,0.093,0.0064942667022536114,,,,,,,65.356,9.406288534804787,51.0,65.0,82.0,0.0,0.7655,-0.00647126650039092,0.20335016522681817,0.00020891663699876517,400080,[0.0],level,[0.093],[0.0064942667022536114],,0.009473904949913736,999,0.0,0,1,1.0,0.093,0.0064942667022536114,,,,,,,,,,,80,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0081,B_joint,normal,1,holm,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0455,0.004659922209651144,0.0455,0.004659922209651144,,,,,,,100.9935,20.452834956308624,70.0,100.0,135.0,0.0,0.9545,-0.0001018825677094215,0.16272888337456873,0.00018577483999979448,400081,[0.0],level,[0.0455],[0.004659922209651144],,0.004659922209651143,999,0.0,0,1,1.0,0.0455,0.004659922209651144,,,,,,,,,,,81,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0082,B_joint,normal,1,holm,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.757,0.009590385810800314,,,0.757,0.009590385810800314,0.757,0.009590385810800314,,,64.9755,9.336000200835475,50.0,65.0,81.0,0.0,0.788,-0.011652107540358324,0.19981614417114893,0.000224360815500404,400082,[0.5],power,[0.757],[0.009590385810800314],,0.009139365404665686,999,0.0,1,0,1.0,0.757,0.009590385810800314,,,,,,,,,,,82,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0083,B_joint,normal,1,holm,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8585,0.007793514932301085,,,0.8585,0.007793514932301085,0.8585,0.007793514932301085,,,101.18,19.187746089627097,72.0,100.0,135.0,0.0,0.9565,-0.003244633617942763,0.16285807101522962,0.00018396188450060436,400083,[0.5],power,[0.8585],[0.007793514932301085],,0.004561126505590477,999,0.0,1,0,1.0,0.8585,0.007793514932301085,,,,,,,,,,,83,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0084,B_joint,empirical_copula,1,holm,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.075,0.005889609494694873,0.075,0.005889609494694873,,,,,,,64.9035,12.997891665574075,45.0,64.0,88.0,0.0,0.7795,0.010355198823420899,0.19787006836529128,0.0002859816430009232,400084,[0.0],level,[0.075],[0.005889609494694873],,0.009270376205958419,999,0.0,0,1,1.0,0.075,0.005889609494694873,,,,,,,,,,,84,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0085,B_joint,empirical_copula,1,holm,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0485,0.004803527349771208,0.0485,0.004803527349771208,,,,,,,96.853,22.200504296073998,63.0,95.0,137.0,0.0,0.9515,-0.0025630750904356236,0.1608568939660116,0.0002806636964996869,400085,[0.0],level,[0.0485],[0.004803527349771208],,0.004803527349771207,999,0.0,0,1,1.0,0.0485,0.004803527349771208,,,,,,,,,,,85,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0086,B_joint,empirical_copula,1,holm,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.8065,0.008833395440033238,,,0.8065,0.008833395440033238,0.8065,0.008833395440033238,,,65.189,12.765746315825018,46.0,64.0,87.0,0.0,0.7875,0.010183266484766288,0.19456586565821907,0.00024223087649988883,400086,[0.5],power,[0.8065],[0.008833395440033238],,0.009147233188237852,999,0.0,1,0,1.0,0.8065,0.008833395440033238,,,,,,,,,,,86,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0087,B_joint,empirical_copula,1,holm,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8505,0.007973385416496557,,,0.8505,0.007973385416496557,0.8505,0.007973385416496557,,,96.7,21.966428931439903,64.0,95.0,134.0,0.0,0.9555,-0.0003973153031549619,0.16239479395125103,0.00028594941350092997,400087,[0.5],power,[0.8505],[0.007973385416496557],,0.004610843198374891,999,0.0,1,0,1.0,0.8505,0.007973385416496557,,,,,,,,,,,87,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0088,B_joint,normal,1,holm,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.0525,0.004987171041783107,0.0525,0.004987171041783107,,,,,,,65.3095,8.709231295011058,51.0,65.0,80.0,0.0,0.845,-0.0015439358789184746,0.17676316726910188,0.00021293058350056526,400088,[0.0],level,[0.0525],[0.004987171041783107],,0.008092434738692676,999,0.0,0,1,1.0,0.0525,0.004987171041783107,,,,,,,,,,,88,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0089,B_joint,normal,1,holm,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.0445,0.004610843198374892,0.0445,0.004610843198374892,,,,,,,78.452,15.563826521777992,55.0,77.0,106.0,0.0,0.9555,0.007322596162240847,0.1581392801161024,0.00018017669649998425,400089,[0.0],level,[0.0445],[0.004610843198374892],,0.004610843198374891,999,0.0,0,1,1.0,0.0445,0.004610843198374892,,,,,,,,,,,89,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0090,B_joint,normal,1,holm,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.814,0.008700689627839854,,,0.814,0.008700689627839854,0.814,0.008700689627839854,,,65.141,8.891856892685578,51.95,65.0,80.0,0.0,0.835,6.015408807219369e-05,0.17646408733016417,0.0002103363679998438,400090,[0.5],power,[0.814],[0.008700689627839854],,0.008299849396224006,999,0.0,1,0,1.0,0.814,0.008700689627839854,,,,,,,,,,,90,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0091,B_joint,normal,1,holm,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.8695,0.00753225563825339,,,0.8695,0.00753225563825339,0.8695,0.00753225563825339,,,78.3675,15.48704115543056,55.0,78.0,105.0,0.0,0.953,0.005347785745727731,0.1578487105618771,0.00017923079200045323,400091,[0.5],power,[0.8695],[0.00753225563825339],,0.004732388403332932,999,0.0,1,0,1.0,0.8695,0.00753225563825339,,,,,,,,,,,91,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0092,B_joint,empirical_copula,1,holm,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.058,0.0052266624149642565,0.058,0.0052266624149642565,,,,,,,65.161,12.772786657577898,46.0,64.0,88.0,0.0,0.8305,0.004342875528142206,0.1782452139424922,0.0002593721689991071,400092,[0.0],level,[0.058],[0.0052266624149642565],,0.008389569416841366,999,0.0,0,1,1.0,0.058,0.0052266624149642565,,,,,,,,,,,92,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0093,B_joint,empirical_copula,1,holm,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.0495,0.004850244839180801,0.0495,0.004850244839180801,,,,,,,78.255,18.624418782877495,52.0,76.0,112.0,0.0,0.9505,0.0038074985008621992,0.16405761208667627,0.0002730119210009434,400093,[0.0],level,[0.0495],[0.004850244839180801],,0.004850244839180801,999,0.0,0,1,1.0,0.0495,0.004850244839180801,,,,,,,,,,,93,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0094,B_joint,empirical_copula,1,holm,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.8355,0.008289745170992895,,,0.8355,0.008289745170992895,0.8355,0.008289745170992895,,,65.252,12.926813064324865,46.0,65.0,88.0,0.0,0.833,0.010214375670444828,0.17465881181191498,0.0002421181655008695,400094,[0.5],power,[0.8355],[0.008289745170992895],,0.008339994004794009,999,0.0,1,0,1.0,0.8355,0.008289745170992895,,,,,,,,,,,94,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0095,B_joint,empirical_copula,1,holm,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.8475,0.008038773227302782,,,0.8475,0.008038773227302782,0.8475,0.008038773227302782,,,78.6085,18.444897065313214,50.0,77.0,111.0,0.0,0.9565,0.0049097455290634424,0.1610092357000683,0.0003023791309988155,400095,[0.5],power,[0.8475],[0.008038773227302782],,0.004561126505590477,999,0.0,1,0,1.0,0.8475,0.008038773227302782,,,,,,,,,,,95,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0096,B_joint,normal,1,holm,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.0205,0.00316857617866448,0.0205,0.00316857617866448,,,,,,,65.519,9.431258611659423,50.0,65.0,82.0,0.0,0.8985,0.00046374248494365224,0.14974884044283138,0.00018255375999979152,400096,[0.0],level,[0.0205],[0.00316857617866448],,0.006752693906878944,999,0.0,0,1,1.0,0.0205,0.00316857617866448,,,,,,,,,,,96,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0097,B_joint,normal,1,holm,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0505,0.00489641450451246,0.0505,0.00489641450451246,,,,,,,55.401,10.680037406301533,39.0,55.0,75.0,0.0,0.9495,0.005704246483912767,0.1619765344221033,0.00021898542750022897,400097,[0.0],level,[0.0505],[0.00489641450451246],,0.0048964145045124596,999,0.0,0,1,1.0,0.0505,0.00489641450451246,,,,,,,,,,,97,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
