reject_rate,t1e_or_power,ci_cover,E_theta,bias,rmse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,pJmax,mean_wall,family,rho,sigma_a,sigma_b,theta,design,J0,Jmax,alpha,alpha_adj,delta,power_target,gamma,correction,K,seed,R,reject_rate_mcse,ci_cover_mcse,pJmax_mcse,module_cell,theta_mult,B,sigma_ratio,cell_id,module,projected_R,bootstrap_B
0.9888,0.9888,0.999,0.49401841698665466,-0.005981583013345337,0.06696764785444319,65.8446,13.686447707129853,50.0,64.0,91.0,0.0,0.0,0.0011958642482757568,gamma,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200946,5000,0.0014882580421418854,0.0004469899327725404,0.0,C,1.0,25,1.0,C_0106,C,5000,25
0.886,0.886,0.944,0.5001018903529068,0.00010189035290675275,0.14952139581212115,13.7182,3.1005787782283485,10.0,13.0,19.0,0.0,0.0,0.0012726218223571778,gamma,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200947,5000,0.004494530008799585,0.0032515842292642535,0.0,C,1.0,25,1.0,C_0107,C,5000,25
0.8842,0.8842,0.939,0.5010755500297281,0.001075550029728145,0.1621210886435578,104.103,18.207602560469073,76.0,103.0,136.0,0.0,0.0,0.00032246437072753906,normal,-0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200948,5000,0.004525270378662473,0.0033846417831138362,0.0,C,1.0,50,1.0,C_0108,C,5000,50
0.7768,0.7768,0.7748,0.4949797593610469,-0.005020240638953122,0.2024832380934191,65.3994,9.03151591041061,51.0,65.0,81.0,0.0,0.0,0.0001638026714324951,normal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200949,5000,0.005888663006150038,0.005907367603256123,0.0,C,1.0,50,1.0,C_0109,C,5000,50
0.852,0.852,0.9526,0.4986218351144251,-0.0013781648855749062,0.16307312375737595,100.8976,19.845511186159957,71.0,100.0,136.0,0.0,0.0,0.0001487046241760254,normal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200950,5000,0.005021872160857941,0.0030051036587778464,0.0,C,1.0,50,1.0,C_0110,C,5000,50
0.8954,0.8954,0.9392,0.5032350448012407,0.003235044801240705,0.1593712124266819,57.9228,8.776220152206758,50.0,55.0,75.0,0.0,0.0,0.0003504619598388672,normal,0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200951,5000,0.004328021256879407,0.003379448475713159,0.0,C,1.0,50,1.0,C_0111,C,5000,50
0.8562,0.8562,0.9072,0.5003866818597346,0.00038668185973456115,0.14636962289920827,65.3214,9.157450629951548,51.0,65.0,82.0,0.0,0.0,0.00016360716819763184,normal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200952,5000,0.004962288987957071,0.004103368372447202,0.0,C,1.0,50,1.0,C_0112,C,5000,50
0.8554,0.8554,0.9536,0.4980315922338016,-0.001968407766198388,0.1605131740882988,55.7152,10.750501800381228,39.0,55.0,74.0,0.0,0.0,0.00019772520065307618,normal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200953,5000,0.004973747882633376,0.0029747954551531774,0.0,C,1.0,50,1.0,C_0113,C,5000,50
1.0,1.0,0.9474,0.4995796821203132,-0.00042031787968682677,0.06325866158648451,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.00026938834190368653,normal,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200954,5000,0.0,0.0031569998416217885,0.0,C,1.0,50,1.0,C_0114,C,5000,50
0.9972,0.9972,1.0,0.5015496746281517,0.0015496746281516982,0.0558486974413502,65.6568,11.504999511516722,50.0,64.0,86.0,0.0,0.0,0.0001595405101776123,normal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200955,5000,0.000747283078893136,0.0,0.0,C,1.0,50,1.0,C_0115,C,5000,50
0.8708,0.8708,0.948,0.49701669412278016,-0.002983305877219844,0.1423738813185484,10.2106,1.5577700857315242,8.0,10.0,13.0,0.0,0.0,0.00017470483779907228,normal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200956,5000,0.0047435716501387434,0.00313993630508646,0.0,C,1.0,50,1.0,C_0116,C,5000,50
0.8606,0.8606,0.9416,0.4879762272872975,-0.012023772712702496,0.16394763575284327,103.5794,24.481709410088175,69.0,101.0,146.0,0.0,0.0,0.0005323472023010254,lognormal,-0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200957,5000,0.004898318895294588,0.0033163063790910513,0.0,C,1.0,50,1.0,C_0117,C,5000,50
0.779,0.779,0.7856,0.49217974837014855,-0.007820251629851449,0.1957855562744622,65.6556,13.444916832766204,50.0,64.0,90.0,0.0,0.0,0.0003417496204376221,lognormal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200958,5000,0.005867861620726923,0.005804009648510244,0.0,C,1.0,50,1.0,C_0118,C,5000,50
0.8586,0.8586,0.9474,0.4990752917009846,-0.0009247082990154198,0.16543000973061955,99.6704,26.348338919939525,65.0,96.0,148.0,0.0,0.0,0.0003477231979370117,lognormal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200959,5000,0.004927596574396081,0.0031569998416217885,0.0,C,1.0,50,1.0,C_0119,C,5000,50
0.8836,0.8836,0.9446,0.4936773912588642,-0.006322608741135827,0.15873834075462523,60.0284,12.595316329493278,50.0,56.0,84.0,0.0,0.0,0.0006360355854034424,lognormal,0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200960,5000,0.004535439118762371,0.0032351457463304493,0.0,C,1.0,50,1.0,C_0120,C,5000,50
0.8486,0.8486,0.9026,0.49342377276892785,-0.0065762272310721515,0.14761998186047645,65.7312,13.601122988929996,50.0,63.0,90.0,0.0,0.0,0.00036561241149902346,lognormal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200961,5000,0.005069083546362201,0.004193166822343228,0.0,C,1.0,50,1.0,C_0121,C,5000,50
0.8586,0.8586,0.9464,0.4964043271914983,-0.0035956728085017042,0.16387430600743438,57.0478,14.619381490336721,38.0,55.0,83.0,0.0,0.0,0.0003650376319885254,lognormal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200962,5000,0.004927596574396081,0.0031851857088716186,0.0,C,1.0,50,1.0,C_0122,C,5000,50
1.0,1.0,0.9534,0.501001953730473,0.0010019537304729598,0.077217845398213,50.007,0.31961070069695724,50.0,50.0,50.0,0.0,0.0,0.00048424711227416993,lognormal,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200963,5000,0.0,0.0029808871162793123,0.0,C,1.0,50,1.0,C_0123,C,5000,50
0.9886,0.9886,0.9988,0.49380926249695756,-0.006190737503042443,0.06771496123979691,66.448,15.893750218246165,50.0,63.0,96.0,0.0,0.0,0.00036483731269836424,lognormal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200964,5000,0.001501335405563991,0.0004896039215529179,0.0,C,1.0,50,1.0,C_0124,C,5000,50
0.8786,0.8786,0.9462,0.5006565499252777,0.0006565499252777496,0.15220838668075187,14.2922,4.682351883402187,10.0,13.0,21.0,0.0,0.0,0.00037348332405090333,lognormal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200965,5000,0.004618701982159056,0.0031907854832313614,0.0,C,1.0,50,1.0,C_0125,C,5000,50
0.8834,0.8834,0.95,0.4942717433291018,-0.005728256670898213,0.15591670563189283,103.7618,21.813854789101352,72.0,102.0,143.0,0.0,0.0,0.0015307629108428954,gamma,-0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200966,5000,0.004538820110998012,0.0030822070014844896,0.0,C,1.0,50,1.0,C_0126,C,5000,50
0.7732,0.7732,0.7816,0.4894505760135728,-0.01054942398642722,0.19658223461177085,65.456,11.62714341530197,50.0,64.0,87.0,0.0,0.0,0.00131234188079834,gamma,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200967,5000,0.005922191486265874,0.005842969108253098,0.0,C,1.0,50,1.0,C_0127,C,5000,50
0.8626,0.8626,0.9442,0.5015573694165021,0.0015573694165020857,0.16745894387659765,99.9974,23.74822505451723,65.0,97.5,143.0,0.0,0.0,0.001230724287033081,gamma,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200968,5000,0.004868700853410486,0.0032461164489278557,0.0,C,1.0,50,1.0,C_0128,C,5000,50
0.8816,0.8816,0.9474,0.489696288352224,-0.010303711647775993,0.1555228324150965,59.5212,10.682993520544697,50.0,57.0,80.0,0.0,0.0,0.001448609161376953,gamma,0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200969,5000,0.00456905767089889,0.0031569998416217885,0.0,C,1.0,50,1.0,C_0129,C,5000,50
0.8458,0.8458,0.9004,0.492697223755474,-0.007302776244526021,0.14948093450605213,65.3112,11.323619322460464,50.0,64.0,87.0,0.0,0.0,0.0011776490211486816,gamma,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200970,5000,0.005107295957745155,0.004235087720461053,0.0,C,1.0,50,1.0,C_0130,C,5000,50
0.8664,0.8664,0.95,0.5000447424738138,4.4742473813808026e-05,0.16150470351525759,56.8046,12.644430348576403,39.0,56.0,80.0,0.0,0.0,0.0012843280792236328,gamma,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200971,5000,0.004811466304568703,0.0030822070014844896,0.0,C,1.0,50,1.0,C_0131,C,5000,50
1.0,1.0,0.951,0.49933127466942434,-0.0006687253305756591,0.0751410495305973,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.001252871322631836,gamma,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200972,5000,0.0,0.0030528347482299146,0.0,C,1.0,50,1.0,C_0132,C,5000,50
0.9874,0.9874,0.9988,0.4924605981717439,-0.007539401828256076,0.0677345805478454,65.8128,13.870535539769184,50.0,63.0,92.0,0.0,0.0,0.0013350028038024901,gamma,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200973,5000,0.0015774181436765552,0.0004896039215529179,0.0,C,1.0,50,1.0,C_0133,C,5000,50
0.887,0.887,0.9474,0.4996928647613475,-0.0003071352386525006,0.15062307694654894,13.7426,3.1366774204562384,10.0,13.0,19.0,0.0,0.0,0.0012888368129730225,gamma,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200974,5000,0.004477298292497385,0.0031569998416217885,0.0,C,1.0,50,1.0,C_0134,C,5000,50
0.8764,0.8764,0.948,0.49940440056906965,-0.0005955994309303492,0.1607958410000355,103.8608,18.046379785430652,75.95000000000002,103.0,135.0,0.0,0.0,0.00030505776405334475,normal,-0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200975,5000,0.004654525539730125,0.00313993630508646,0.0,C,1.0,100,1.0,C_0135,C,5000,100
0.7778,0.7778,0.7754,0.4945753161262064,-0.005424683873793579,0.20251492157239903,65.1598,9.101992307181982,51.0,65.0,81.0,0.0,0.0,0.00014430689811706544,normal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200976,5000,0.005879237365509237,0.005901776681644265,0.0,C,1.0,100,1.0,C_0136,C,5000,100
0.8538,0.8538,0.9484,0.4981514214605152,-0.0018485785394847798,0.1624665477811708,101.2278,19.66891728489395,71.0,100.0,135.0,0.0,0.0,0.00013897666931152343,normal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200977,5000,0.00499650998197742,0.003128496124338337,0.0,C,1.0,100,1.0,C_0137,C,5000,100
0.8932,0.8932,0.9444,0.5007172323810585,0.0007172323810584746,0.1569201564767184,58.0348,8.681059207262672,50.0,56.0,75.0,0.0,0.0,0.00036039810180664065,normal,0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200978,5000,0.004367923076245735,0.003240636974423392,0.0,C,1.0,100,1.0,C_0138,C,5000,100
0.8484,0.8484,0.8992,0.49829515724246165,-0.0017048427575383496,0.15043729674610265,65.2314,9.116504485821306,51.0,65.0,81.0,0.0,0.0,0.0001442965030670166,normal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200979,5000,0.005071832804815237,0.004257683877415043,0.0,C,1.0,100,1.0,C_0139,C,5000,100
0.857,0.857,0.9538,0.49994048879069414,-5.951120930586251e-05,0.16071408471008353,55.6928,10.974881692300833,39.0,55.0,75.0,0.0,0.0,0.00014854993820190429,normal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200980,5000,0.0049507777166825015,0.002968688599365047,0.0,C,1.0,100,1.0,C_0140,C,5000,100
1.0,1.0,0.952,0.4983474903543378,-0.0016525096456622146,0.06364436025386536,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.00018683972358703613,normal,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200981,5000,0.0,0.0030231109804305907,0.0,C,1.0,100,1.0,C_0141,C,5000,100
0.9964,0.9964,0.9998,0.5005594919437198,0.0005594919437198476,0.05631607647949046,65.8378,11.385038039462144,50.0,65.0,87.0,0.0,0.0,0.00014541516304016113,normal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200982,5000,0.0008469994096810277,0.00019997999899988897,0.0,C,1.0,100,1.0,C_0142,C,5000,100
0.8686,0.8686,0.949,0.5006251055590933,0.0006251055590933419,0.14320428462990073,10.1658,1.526142313154314,8.0,10.0,13.0,0.0,0.0,0.00015979418754577638,normal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200983,5000,0.004777740888746479,0.0031112376958374634,0.0,C,1.0,100,1.0,C_0143,C,5000,100
0.8692,0.8692,0.9424,0.48720343032025304,-0.01279656967974696,0.1606419177053091,103.3784,23.550601126935167,70.0,101.0,144.0,0.0,0.0,0.0005508991718292237,lognormal,-0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200984,5000,0.004768466420139708,0.0032949124419322583,0.0,C,1.0,100,1.0,C_0144,C,5000,100
0.771,0.771,0.784,0.48466802374857887,-0.015331976251421131,0.19897825217514944,65.534,14.019188421588462,50.0,63.0,90.0,0.0,0.0,0.00032022066116333005,lognormal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200985,5000,0.0059423732632678,0.005819690713431427,0.0,C,1.0,100,1.0,C_0145,C,5000,100
0.8724,0.8724,0.948,0.5032175416333187,0.0032175416333186657,0.16703705875024788,100.2136,25.979006429038044,65.0,97.0,149.0,0.0,0.0,0.0003736133098602295,lognormal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200986,5000,0.0047184370293562265,0.00313993630508646,0.0,C,1.0,100,1.0,C_0146,C,5000,100
0.8792,0.8792,0.9502,0.48891569458138384,-0.011084305418616158,0.15480682212321076,59.6528,12.24283676931127,50.0,56.0,84.0,0.0,0.0,0.0005336948871612549,lognormal,0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200987,5000,0.004608847144351828,0.0030763601869742093,0.0,C,1.0,100,1.0,C_0147,C,5000,100
0.8506,0.8506,0.9046,0.4939092171121853,-0.006090782887814727,0.146844210590171,65.6386,13.678683783171538,50.0,63.0,91.0,0.0,0.0,0.0003748544692993164,lognormal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200988,5000,0.00504142122818556,0.00415448769404845,0.0,C,1.0,100,1.0,C_0148,C,5000,100
0.8586,0.8586,0.9482,0.4997896389214904,-0.00021036107850957997,0.16394030729787376,56.8446,14.627810869709792,37.0,55.0,82.0,0.0,0.0,0.0003148468494415283,lognormal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200989,5000,0.004927596574396081,0.0031342227106573,0.0,C,1.0,100,1.0,C_0149,C,5000,100
1.0,1.0,0.9508,0.4988925377230666,-0.0011074622769334241,0.07722266469261814,50.0276,0.9195859068080589,50.0,50.0,50.0,0.0,0.0,0.0005210591316223144,lognormal,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200990,5000,0.0,0.0030587369942510594,0.0,C,1.0,100,1.0,C_0150,C,5000,100
0.9894,0.9894,0.9988,0.4947668319997323,-0.005233168000267685,0.06781195579803083,66.2934,15.681661788216196,50.0,63.0,95.0,0.0,0.0,0.00036850008964538575,lognormal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200991,5000,0.0014482845024372838,0.0004896039215529179,0.0,C,1.0,100,1.0,C_0151,C,5000,100
0.8874,0.8874,0.9442,0.4984718003749411,-0.0015281996250589014,0.15267011748674783,14.3338,4.532678850304751,10.0,13.0,22.0,0.0,0.0,0.00038566622734069825,lognormal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200992,5000,0.004470374480957944,0.0032461164489278557,0.0,C,1.0,100,1.0,C_0152,C,5000,100
0.8684,0.8684,0.9466,0.4892695714475461,-0.010730428552453875,0.16037476196694492,103.4104,21.477587663422536,72.0,101.0,142.0,0.0,0.0,0.0014390349388122559,gamma,-0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200993,5000,0.004780825033401662,0.0031795735563122296,0.0,C,1.0,100,1.0,C_0153,C,5000,100
0.7708,0.7708,0.789,0.4847032112866212,-0.015296788713378806,0.19845450803300124,65.6708,11.689072989762703,50.0,64.0,87.0,0.0,0.0,0.0012275420188903809,gamma,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200994,5000,0.00594419649742503,0.005770251294354519,0.0,C,1.0,100,1.0,C_0154,C,5000,100
0.8522,0.8522,0.9452,0.4975938405104451,-0.0024061594895549154,0.16739422079507507,99.6708,22.836961867989356,67.0,97.0,141.0,0.0,0.0,0.0012886698246002198,gamma,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200995,5000,0.005019066845540115,0.003218600938296016,0.0,C,1.0,100,1.0,C_0155,C,5000,100
0.8754,0.8754,0.941,0.49237875556403043,-0.007621244435969565,0.16020002484238655,59.5172,10.846792344283172,50.0,57.0,80.0,0.0,0.0,0.001384901237487793,gamma,0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200996,5000,0.004670649633616292,0.003332236486205625,0.0,C,1.0,100,1.0,C_0156,C,5000,100
0.8452,0.8452,0.8998,0.49139858249061774,-0.008601417509382259,0.1487006175547715,65.34,11.4717740563524,50.0,64.0,87.0,0.0,0.0,0.0012773722648620606,gamma,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200997,5000,0.005115407315160739,0.004246409306696658,0.0,C,1.0,100,1.0,C_0157,C,5000,100
0.8634,0.8634,0.9498,0.5002811254960298,0.000281125496029766,0.16183163694776168,56.728,12.652889630436203,38.0,56.0,78.0,0.0,0.0,0.0012045291423797607,gamma,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200998,5000,0.004856756942652165,0.003088040155179334,0.0,C,1.0,100,1.0,C_0158,C,5000,100
1.0,1.0,0.9448,0.4984402066074217,-0.0015597933925782792,0.07704953549720563,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0012712168216705323,gamma,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,200999,5000,0.0,0.0032296427046966053,0.0,C,1.0,100,1.0,C_0159,C,5000,100
0.989,0.989,0.9988,0.49495679029739514,-0.005043209702604856,0.0664494570529594,65.9782,13.681232574589176,50.0,64.0,92.0,0.0,0.0,0.0011859100818634033,gamma,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,201000,5000,0.0014750593208410305,0.0004896039215529179,0.0,C,1.0,100,1.0,C_0160,C,5000,100
0.8794,0.8794,0.953,0.49719806349267975,-0.0028019365073202462,0.14803295137376235,13.6872,3.0942133345973417,10.0,13.0,19.0,0.0,0.0,0.0012884447097778321,gamma,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,201001,5000,0.004605554038332414,0.002993025225419928,0.0,C,1.0,100,1.0,C_0161,C,5000,100
0.8766,0.8766,0.941,0.4977638290323307,-0.0022361709676693153,0.16159871731041728,103.3648,6.722478780925976,100.0,100.0,119.0,0.0,0.0,0.00030448851585388186,normal,-0.3,1.0,1.0,0.5,D2,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201002,5000,0.004651288853640461,0.003332236486205625,0.0,C,1.0,25,1.0,C_0162,C,5000,25
0.9128,0.9128,0.7816,0.49998560298043104,-1.4397019568956892e-05,0.16091743848898618,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.00015310969352722167,normal,-0.3,1.0,1.0,0.5,D3,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201003,5000,0.003989891226587513,0.005842969108253098,0.0,C,1.0,25,1.0,C_0163,C,5000,25
0.85,0.85,0.948,0.5009760224975207,0.0009760224975207121,0.16583821306327445,95.6874,13.152949526246955,75.0,95.0,119.0,0.0,0.0,0.00015744919776916505,normal,-0.3,1.0,1.0,0.5,D4,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201004,5000,0.005049752469181039,0.00313993630508646,0.0,C,1.0,25,1.0,C_0164,C,5000,25
0.9868,0.9868,0.9508,0.4986383811883415,-0.001361618811658527,0.12049912967219614,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.00016646933555603026,normal,0.3,1.0,1.0,0.5,D2,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201005,5000,0.0016140483264140506,0.0030587369942510594,0.0,C,1.0,25,1.0,C_0165,C,5000,25
0.9666,0.9666,0.9012,0.49890003077978945,-0.0010999692202105504,0.11876780211775687,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.00014750542640686035,normal,0.3,1.0,1.0,0.5,D3,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201006,5000,0.002541040731668817,0.004219918482624991,0.0,C,1.0,25,1.0,C_0166,C,5000,25
0.8512,0.8512,0.953,0.5032221903731353,0.003222190373135314,0.1633321301894817,52.3872,7.072317594678565,41.0,52.0,65.0,0.0,0.0,0.00020547032356262206,normal,0.3,1.0,1.0,0.5,D4,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201007,5000,0.0050330618911354555,0.002993025225419928,0.0,C,1.0,25,1.0,C_0167,C,5000,25
1.0,1.0,0.94,0.5002111115517547,0.00021111155175468355,0.04608734937428338,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.000225022554397583,normal,0.9,1.0,1.0,0.5,D2,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201008,5000,0.0,0.0033585711247493344,0.0,C,1.0,25,1.0,C_0168,C,5000,25
1.0,1.0,1.0,0.4995632257611215,-0.0004367742388785012,0.04509705681437827,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.00014815101623535156,normal,0.9,1.0,1.0,0.5,D3,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201009,5000,0.0,0.0,0.0,C,1.0,25,1.0,C_0169,C,5000,25
0.8666,0.8666,0.9568,0.4998015381205686,-0.0001984618794313997,0.14142806019709567,9.738,1.035063283089493,8.0,10.0,11.0,0.0,0.0,0.00016182403564453125,normal,0.9,1.0,1.0,0.5,D4,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201010,5000,0.0048084184510086055,0.0028751959933194125,0.0,C,1.0,25,1.0,C_0170,C,5000,25
0.9004,0.9004,0.953,0.49766923695983867,-0.002330763040161332,0.15328917718970325,104.5476,9.670353366863074,100.0,100.0,126.0,0.0,0.0,0.0005248505115509033,lognormal,-0.3,1.0,1.0,0.5,D2,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201011,5000,0.004235087720461053,0.002993025225419928,0.0,C,1.0,25,1.0,C_0171,C,5000,25
0.9282,0.9282,0.7824,0.49947454308036476,-0.0005254569196352366,0.15751502615493995,100.0572,1.214054430410762,100.0,100.0,100.0,0.0,0.0,0.0004544777393341064,lognormal,-0.3,1.0,1.0,0.5,D3,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201012,5000,0.0036508837286333834,0.005835241897299545,0.0,C,1.0,25,1.0,C_0172,C,5000,25
0.8586,0.8586,0.9482,0.5002794268485387,0.0002794268485386553,0.16832430632144732,94.0304,17.35319785630303,69.0,92.0,125.0,0.0,0.0,0.00032166295051574707,lognormal,-0.3,1.0,1.0,0.5,D4,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201013,5000,0.004927596574396081,0.0031342227106573,0.0,C,1.0,25,1.0,C_0173,C,5000,25
0.9892,0.9892,0.9496,0.4987125604206215,-0.001287439579378491,0.11942010769453827,100.0528,1.5560244728152572,100.0,100.0,100.0,0.0,0.0,0.0005260597229003906,lognormal,0.3,1.0,1.0,0.5,D2,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201014,5000,0.0014617359542680771,0.0030938597253269257,0.0,C,1.0,25,1.0,C_0174,C,5000,25
0.9714,0.9714,0.9012,0.493013545466962,-0.006986454533037978,0.11937177295269163,100.0678,1.190799378568867,100.0,100.0,100.0,0.0,0.0,0.0003447049617767334,lognormal,0.3,1.0,1.0,0.5,D3,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201015,5000,0.002357203427793196,0.004219918482624991,0.0,C,1.0,25,1.0,C_0175,C,5000,25
0.8542,0.8542,0.95,0.498522453407383,-0.0014775465926170073,0.16635433284912945,53.7194,9.777579641199553,40.0,53.0,71.0,0.0,0.0,0.000320672082901001,lognormal,0.3,1.0,1.0,0.5,D4,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201016,5000,0.004990838807254749,0.0030822070014844896,0.0,C,1.0,25,1.0,C_0176,C,5000,25
1.0,1.0,0.9494,0.5002100451414977,0.0002100451414976945,0.05533089563227141,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.000337157678604126,lognormal,0.9,1.0,1.0,0.5,D2,100,1000,0.05,0.05,0.5,0.8,0.2,none,1,201017,5000,0.0,0.0030996657884359074,0.0,C,1.0,25,1.0,C_0177,C,5000,25
